,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
0,2891  ,中信金          ,"9,552,000","166,472","9,385,528"
1,2027  ,大成鋼          ,"6,020,000",0,"6,020,000"
2,2890  ,永豐金          ,"4,898,000","13,511","4,884,489"
3,2303  ,聯電            ,"5,878,175","1,176,554","4,701,621"
4,2885  ,元大金          ,"4,492,000",0,"4,492,000"
5,2892  ,第一金          ,"4,018,000","3,992","4,014,008"
6,2886  ,兆豐金          ,"3,814,000","127,126","3,686,874"
7,1101  ,台泥            ,"2,989,000","11,477","2,977,523"
8,2330  ,台積電          ,"3,505,180","731,713","2,773,467"
9,2377  ,微星            ,"2,877,000","301,000","2,576,000"
10,2882  ,國泰金          ,"2,845,000","450,029","2,394,971"
11,2618  ,長榮航          ,"2,215,000",409,"2,214,591"
12,5876  ,上海商銀        ,"2,155,511",0,"2,155,511"
13,2324  ,仁寶            ,"2,132,000","19,026","2,112,974"
14,2356  ,英業達          ,"2,108,000",0,"2,108,000"
15,2883  ,凱基金          ,"2,069,000","40,094","2,028,906"
16,2357  ,華碩            ,"2,094,300","70,703","2,023,597"
17,2881  ,富邦金          ,"2,059,050","78,943","1,980,107"
18,2887  ,台新金          ,"1,879,000","2,156","1,876,844"
19,2884  ,玉山金          ,"2,013,000","188,683","1,824,317"
20,1216  ,統一            ,"1,793,000","24,000","1,769,000"
21,2454  ,聯發科          ,"1,654,781","42,143","1,612,638"
22,2002  ,中鋼            ,"1,490,481",0,"1,490,481"
23,2049  ,上銀            ,"1,421,000",237,"1,420,763"
24,2301  ,光寶科          ,"1,325,000","2,225","1,322,775"
25,3231  ,緯創            ,"1,312,000","2,179","1,309,821"
26,5880  ,合庫金          ,"1,298,000",0,"1,298,000"
27,3019  ,亞光            ,"1,287,000",0,"1,287,000"
28,2412  ,中華電          ,"1,258,837","53,081","1,205,756"
29,0056  ,元大高股息      ,"1,200,000",0,"1,200,000"
30,1402  ,遠東新          ,"1,140,000","9,100","1,130,900"
31,4904  ,遠傳            ,"1,109,150",388,"1,108,762"
32,9802  ,鈺齊-KY         ,"1,040,000",0,"1,040,000"
33,2880  ,華南金          ,"1,178,000","244,838","933,162"
34,3711  ,日月光投控      ,"1,225,151","308,510","916,641"
35,2610  ,華航            ,"908,000",861,"907,139"
36,2313  ,華通            ,"873,000",0,"873,000"
37,3045  ,台灣大          ,"1,208,000","346,158","861,842"
38,4938  ,和碩            ,"842,000",0,"842,000"
39,2395  ,研華            ,"832,245",0,"832,245"
40,2603  ,長榮            ,"791,949",0,"791,949"
41,3034  ,聯詠            ,"862,328","71,263","791,065"
42,3406  ,玉晶光          ,"778,000",0,"778,000"
43,6757  ,台灣虎航        ,"733,000",0,"733,000"
44,2105  ,正新            ,"716,000",0,"716,000"
45,1303  ,南亞            ,"685,547",0,"685,547"
46,2385  ,群光            ,"689,000","9,709","679,291"
47,2834  ,臺企銀          ,"664,000",0,"664,000"
48,6257  ,矽格            ,"654,286",0,"654,286"
49,006208,富邦台50        ,"643,000",0,"643,000"
50,2393  ,億光            ,"609,000",0,"609,000"
51,2845  ,遠東銀          ,"566,000",0,"566,000"
52,1301  ,台塑            ,"516,436",0,"516,436"
53,2379  ,瑞昱            ,"515,205",487,"514,718"
54,6768  ,志強-KY         ,"627,000","142,000","485,000"
55,1326  ,台化            ,"464,325",0,"464,325"
56,2401  ,凌陽            ,"406,000",0,"406,000"
57,00713 ,元大台灣高息低波,"400,000",0,"400,000"
58,2368  ,金像電          ,"681,000","316,000","365,000"
59,2328  ,廣宇            ,"339,000",0,"339,000"
60,3376  ,新日興          ,"622,000","311,152","310,848"
61,5522  ,遠雄            ,"304,349",0,"304,349"
62,2404  ,漢唐            ,"307,000","3,000","304,000"
63,2441  ,超豐            ,"282,000",0,"282,000"
64,6285  ,啟碁            ,"261,000","2,000","259,000"
65,2609  ,陽明            ,"254,000",0,"254,000"
66,2308  ,台達電          ,"605,657","351,795","253,862"
67,1477  ,聚陽            ,"393,000","142,000","251,000"
68,2474  ,可成            ,"242,594","1,000","241,594"
69,3059  ,華晶科          ,"235,000",0,"235,000"
70,8112  ,至上            ,"309,000","74,127","234,873"
71,3189  ,景碩            ,"231,000",0,"231,000"
72,2458  ,義隆            ,"235,679","8,000","227,679"
73,6278  ,台表科          ,"213,125",0,"213,125"
74,3029  ,零壹            ,"212,000",0,"212,000"
75,3008  ,大立光          ,"203,241",0,"203,241"
76,3596  ,智易            ,"199,000",0,"199,000"
77,6505  ,台塑化          ,"199,000",0,"199,000"
78,1504  ,東元            ,"183,000",0,"183,000"
79,2204  ,中華            ,"201,000","29,291","171,709"
80,5871  ,中租-KY         ,"219,773","50,775","168,998"
81,2365  ,昆盈            ,"168,000",0,"168,000"
82,6271  ,同欣電          ,"183,000","26,000","157,000"
83,2464  ,盟立            ,"143,000",0,"143,000"
84,2912  ,統一超          ,"133,000","1,000","132,000"
85,3044  ,健鼎            ,"130,000","7,000","123,000"
86,6472  ,保瑞            ,"116,000",0,"116,000"
87,1210  ,大成            ,"115,000",0,"115,000"
88,8046  ,南電            ,"192,119","80,000","112,119"
89,2206  ,三陽工業        ,"114,000","3,000","111,000"
90,6442  ,光聖            ,"133,000","25,000","108,000"
91,3702  ,大聯大          ,"103,654",0,"103,654"
92,6005  ,群益證          ,"100,000",0,"100,000"
93,4583  ,台灣精銳        ,"113,000","21,000","92,000"
94,3010  ,華立            ,"89,806",0,"89,806"
95,3645  ,達邁            ,"88,000",0,"88,000"
96,3035  ,智原            ,"186,000","100,000","86,000"
97,2480  ,敦陽科          ,"77,000",0,"77,000"
98,2231  ,為升            ,"76,000",0,"76,000"
99,2417  ,圓剛            ,"75,000",0,"75,000"
100,4915  ,致伸            ,"372,000","300,000","72,000"
101,3036  ,文曄            ,"71,000",0,"71,000"
102,3694  ,海華            ,"71,000",0,"71,000"
103,9917  ,中保科          ,"68,000","1,000","67,000"
104,6691  ,洋基工程        ,"64,000",0,"64,000"
105,2597  ,潤弘            ,"63,000",0,"63,000"
106,1597  ,直得            ,"61,000",0,"61,000"
107,4977  ,眾達-KY         ,"61,000",0,"61,000"
108,4576  ,大銀微系統      ,"60,000",0,"60,000"
109,1536  ,和大            ,"59,000",0,"59,000"
110,2453  ,凌群            ,"58,000",0,"58,000"
111,1308  ,亞聚            ,"57,333",0,"57,333"
112,3661  ,世芯-KY         ,"57,289",0,"57,289"
113,6781  ,AES-KY          ,"54,000",0,"54,000"
114,2348  ,海悅            ,"53,000",0,"53,000"
115,5269  ,祥碩            ,"50,088",0,"50,088"
116,1102  ,亞泥            ,"52,627","5,054","47,573"
117,2014  ,中鴻            ,"47,174",0,"47,174"
118,4952  ,凌通            ,"46,000",0,"46,000"
119,6412  ,群電            ,"51,000","5,000","46,000"
120,6526  ,達發            ,"45,000",0,"45,000"
121,9904  ,寶成            ,"45,000",0,"45,000"
122,5203  ,訊連            ,"43,000",0,"43,000"
123,2207  ,和泰車          ,"42,000",0,"42,000"
124,2606  ,裕民            ,"40,831",0,"40,831"
125,8374  ,羅昇            ,"40,000",0,"40,000"
126,6196  ,帆宣            ,"39,000",0,"39,000"
127,4912  ,聯德控股-KY     ,"38,000",0,"38,000"
128,2352  ,佳世達          ,"37,845",0,"37,845"
129,3005  ,神基            ,"37,000",0,"37,000"
130,2801  ,彰銀            ,"38,000","1,560","36,440"
131,3703  ,欣陸            ,"35,054",0,"35,054"
132,4961  ,天鈺            ,"37,000","3,000","34,000"
133,6446  ,藥華藥          ,"32,000",0,"32,000"
134,2615  ,萬海            ,"33,000","1,434","31,566"
135,2233  ,宇隆            ,"31,000",0,"31,000"
136,6414  ,樺漢            ,"31,000",0,"31,000"
137,8215  ,明基材          ,"30,416",0,"30,416"
138,1519  ,華城            ,"28,000",0,"28,000"
139,3443  ,創意            ,"72,222","45,104","27,118"
140,8150  ,南茂            ,"26,661",0,"26,661"
141,2520  ,冠德            ,"25,832",0,"25,832"
142,9939  ,宏全            ,"22,000",0,"22,000"
143,2006  ,東和鋼鐵        ,"23,604","3,000","20,604"
144,6790  ,永豐實          ,"20,480",0,"20,480"
145,3042  ,晶技            ,"19,638",0,"19,638"
146,5434  ,崇越            ,"21,000","2,000","19,000"
147,6919  ,康霈*           ,"19,000",0,"19,000"
148,4958  ,臻鼎-KY         ,"24,000","7,932","16,068"
149,2376  ,技嘉            ,"466,000","450,000","16,000"
150,3413  ,京鼎            ,"15,000",0,"15,000"
151,6024  ,群益期          ,"19,478","4,960","14,518"
152,1605  ,華新            ,"14,000",0,"14,000"
153,2838  ,聯邦銀          ,"14,000",0,"14,000"
154,1442  ,名軒            ,"13,000",0,"13,000"
155,2250  ,IKKA-KY         ,"13,000",0,"13,000"
156,2504  ,國產            ,"13,000",0,"13,000"
157,2850  ,新產            ,"12,000",0,"12,000"
158,3545  ,敦泰            ,"11,043",0,"11,043"
159,2211  ,長榮鋼          ,"13,000","2,000","11,000"
160,2889  ,國票金          ,"11,000",0,"11,000"
161,9924  ,福興            ,"18,996","8,002","10,994"
162,3592  ,瑞鼎            ,"10,749",0,"10,749"
163,1712  ,興農            ,"26,138","15,768","10,370"
164,2347  ,聯強            ,"25,000","15,000","10,000"
165,6672  ,騰輝電子-KY     ,"10,000",0,"10,000"
166,2360  ,致茂            ,"9,000",0,"9,000"
167,6670  ,復盛應用        ,"8,416",0,"8,416"
168,2371  ,大同            ,"8,000",0,"8,000"
169,2451  ,創見            ,"9,527","2,000","7,527"
170,9941  ,裕融            ,"9,000","2,000","7,000"
171,2515  ,中工            ,"6,000",0,"6,000"
172,3015  ,全漢            ,"16,697","11,599","5,098"
173,4766  ,南寶            ,"5,000",0,"5,000"
174,5469  ,瀚宇博          ,"4,000",0,"4,000"
175,6191  ,精成科          ,"4,000",0,"4,000"
176,9910  ,豐泰            ,"5,000","1,000","4,000"
177,1215  ,卜蜂            ,"3,000",0,"3,000"
178,1707  ,葡萄王          ,"3,000",0,"3,000"
179,1722  ,台肥            ,"3,000",0,"3,000"
180,2388  ,威盛            ,"3,000",0,"3,000"
181,2543  ,皇昌            ,"3,000",0,"3,000"
182,8464  ,億豐            ,"3,000",0,"3,000"
183,8926  ,台汽電          ,"3,000",0,"3,000"
184,1229  ,聯華            ,"2,918",0,"2,918"
185,1476  ,儒鴻            ,"2,468",92,"2,376"
186,8016  ,矽創            ,"5,189","3,000","2,189"
187,1522  ,堤維西          ,"2,000",0,"2,000"
188,1609  ,大亞            ,"2,000",0,"2,000"
189,1708  ,東鹼            ,"2,000",0,"2,000"
190,2362  ,藍天            ,"2,000",0,"2,000"
191,2472  ,立隆電          ,"2,000",0,"2,000"
192,2545  ,皇翔            ,"2,000",0,"2,000"
193,3030  ,德律            ,"2,000",0,"2,000"
194,6491  ,晶碩            ,"2,000",0,"2,000"
195,6592  ,和潤企業        ,"2,000",0,"2,000"
196,9911  ,櫻花            ,"2,000",0,"2,000"
197,6239  ,力成            ,"24,778","22,866","1,912"
198,8454  ,富邦媒          ,"3,000","1,249","1,751"
199,6409  ,旭隼            ,"1,179",14,"1,165"
200,1436  ,華友聯          ,"1,000",0,"1,000"
201,1537  ,廣隆            ,"1,000",0,"1,000"
202,1582  ,信錦            ,"1,000",0,"1,000"
203,2387  ,精元            ,"1,000",0,"1,000"
204,2439  ,美律            ,"1,000",0,"1,000"
205,2492  ,華新科          ,"1,000",0,"1,000"
206,2493  ,揚博            ,"1,000",0,"1,000"
207,2707  ,晶華            ,"1,000",0,"1,000"
208,2723  ,美食-KY         ,"1,000",0,"1,000"
209,2727  ,王品            ,"1,000",0,"1,000"
210,2731  ,雄獅            ,"1,000",0,"1,000"
211,3027  ,盛達            ,"1,000",0,"1,000"
212,3416  ,融程電          ,"1,000",0,"1,000"
213,4164  ,承業醫          ,"1,000",0,"1,000"
214,5288  ,豐祥-KY         ,"1,000",0,"1,000"
215,6139  ,亞翔            ,"2,000","1,000","1,000"
216,6197  ,佳必琪          ,"1,000",0,"1,000"
217,6206  ,飛捷            ,"1,000",0,"1,000"
218,6214  ,精誠            ,"1,000",0,"1,000"
219,6525  ,捷敏-KY         ,"1,000",0,"1,000"
220,6605  ,帝寶            ,"1,000",0,"1,000"
221,8081  ,致新            ,"1,000",0,"1,000"
222,9906  ,欣巴巴          ,"1,000",0,"1,000"
223,9930  ,中聯資源        ,"1,000",0,"1,000"
224,1590  ,亞德客-KY       ,346,0,346
225,2317  ,鴻海            ,"1,696,500","8,421,876","-6,725,376"
226,2449  ,京元電子        ,"34,833","4,754,269","-4,719,436"
227,3037  ,欣興            ,"236,262","4,753,000","-4,516,738"
228,2903  ,遠百            ,0,"1,739,783","-1,739,783"
229,2382  ,廣達            ,"2,335,000","3,900,784","-1,565,784"
230,2201  ,裕隆            ,"3,000","1,416,000","-1,413,000"
231,2637  ,慧洋-KY         ,"200,000","1,071,000","-871,000"
232,3013  ,晟銘電          ,"2,000","774,000","-772,000"
233,5521  ,工信            ,0,"767,000","-767,000"
234,1319  ,東陽            ,"157,000","909,000","-752,000"
235,5388  ,中磊            ,"140,000","890,000","-750,000"
236,2855  ,統一證          ,"5,000","753,046","-748,046"
237,2455  ,全新            ,"183,000","924,000","-741,000"
238,1307  ,三芳            ,"3,000","705,000","-702,000"
239,3665  ,貿聯-KY         ,"57,000","635,000","-578,000"
240,9938  ,百和            ,0,"560,000","-560,000"
241,9933  ,中鼎            ,"2,000","556,000","-554,000"
242,3715  ,定穎投控        ,0,"539,000","-539,000"
243,2345  ,智邦            ,"251,400","770,000","-518,600"
244,2495  ,普安            ,0,"496,000","-496,000"
245,6805  ,富世達          ,"58,000","532,000","-474,000"
246,2030  ,彰源            ,0,"431,000","-431,000"
247,2409  ,友達            ,"57,333","438,809","-381,476"
248,8996  ,高力            ,0,"362,000","-362,000"
249,2399  ,映泰            ,0,"346,000","-346,000"
250,8404  ,百和興業-KY     ,0,"333,000","-333,000"
251,9935  ,慶豐富          ,0,"319,000","-319,000"
252,3017  ,奇鋐            ,"44,500","345,120","-300,620"
253,2408  ,南亞科          ,0,"271,048","-271,048"
254,2038  ,海光            ,0,"252,000","-252,000"
255,2477  ,美隆電          ,0,"250,000","-250,000"
256,1524  ,耿鼎            ,0,"243,000","-243,000"
257,0050  ,元大台灣50      ,0,"241,926","-241,926"
258,5243  ,乙盛-KY         ,0,"230,000","-230,000"
259,2420  ,新巨            ,"2,000","222,000","-220,000"
260,1560  ,中砂            ,0,"217,000","-217,000"
261,2436  ,偉詮電          ,0,"213,000","-213,000"
262,3622  ,洋華            ,"1,000","210,000","-209,000"
263,2383  ,台光電          ,"313,795","519,000","-205,205"
264,1727  ,中華化          ,0,"196,000","-196,000"
265,6515  ,穎崴            ,"1,000","187,000","-186,000"
266,2344  ,華邦電          ,"10,000","184,374","-174,374"
267,3653  ,健策            ,"1,262","167,000","-165,738"
268,3021  ,鴻名            ,0,"160,000","-160,000"
269,4935  ,茂林-KY         ,0,"159,000","-159,000"
270,6216  ,居易            ,0,"147,000","-147,000"
271,8249  ,菱光            ,"1,000","146,000","-145,000"
272,1540  ,喬福            ,0,"142,000","-142,000"
273,3167  ,大量            ,0,"141,000","-141,000"
274,6224  ,聚鼎            ,0,"137,000","-137,000"
275,2033  ,佳大            ,0,"136,000","-136,000"
276,8467  ,波力-KY         ,0,"135,000","-135,000"
277,2613  ,中櫃            ,0,"130,000","-130,000"
278,6438  ,迅得            ,0,"130,000","-130,000"
279,6789  ,采鈺            ,"85,000","211,000","-126,000"
280,1736  ,喬山            ,"3,000","123,000","-120,000"
281,3588  ,通嘉            ,0,"117,000","-117,000"
282,4763  ,材料-KY         ,"1,000","116,000","-115,000"
283,6782  ,視陽            ,0,"106,000","-106,000"
284,2015  ,豐興            ,0,"104,000","-104,000"
285,00757 ,統一FANG+       ,0,"100,000","-100,000"
286,3533  ,嘉澤            ,"26,238","117,700","-91,462"
287,5234  ,達興材料        ,"31,000","121,000","-90,000"
288,3617  ,碩天            ,"1,000","84,000","-83,000"
289,8114  ,振樺電          ,"1,000","82,000","-81,000"
290,2327  ,國巨            ,"72,172","153,000","-80,828"
291,6243  ,迅杰            ,0,"76,000","-76,000"
292,4571  ,鈞興-KY         ,"1,000","76,000","-75,000"
293,6830  ,汎銓            ,0,"72,000","-72,000"
294,4557  ,永新-KY         ,0,"70,000","-70,000"
295,8210  ,勤誠            ,"1,000","56,000","-55,000"
296,3450  ,聯鈞            ,"112,000","166,000","-54,000"
297,4536  ,拓凱            ,0,"50,000","-50,000"
298,6863  ,永道-KY         ,"6,000","54,000","-48,000"
299,6415  ,矽力*-KY        ,"6,000","53,000","-47,000"
300,4770  ,上品            ,0,"40,000","-40,000"
301,6669  ,緯穎            ,"14,000","53,786","-39,786"
302,3532  ,台勝科          ,"2,000","40,000","-38,000"
303,2059  ,川湖            ,"1,000","37,000","-36,000"
304,3515  ,華擎            ,0,"34,000","-34,000"
305,2809  ,京城銀          ,"21,000","54,887","-33,887"
306,3033  ,威健            ,"27,259","58,486","-31,227"
307,6873  ,泓德能源        ,0,"26,000","-26,000"
308,6449  ,鈺邦            ,"1,000","22,000","-21,000"
309,6176  ,瑞儀            ,"19,958","38,310","-18,352"
310,8163  ,達方            ,0,"17,245","-17,245"
311,2421  ,建準            ,0,"16,000","-16,000"
312,6269  ,台郡            ,"12,687","27,980","-15,293"
313,8271  ,宇瞻            ,0,"13,367","-13,367"
314,2353  ,宏碁            ,0,"12,750","-12,750"
315,3714  ,富采            ,0,"11,691","-11,691"
316,6706  ,惠特            ,0,"11,000","-11,000"
317,2208  ,台船            ,0,"9,000","-9,000"
318,5284  ,jpp-KY          ,0,"8,424","-8,424"
319,3014  ,聯陽            ,"7,941","16,100","-8,159"
320,9940  ,信義            ,"3,000","11,061","-8,061"
321,2915  ,潤泰全          ,"4,000","12,000","-8,000"
322,3038  ,全台            ,0,"7,411","-7,411"
323,1535  ,中宇            ,0,"6,790","-6,790"
324,2548  ,華固            ,"2,000","7,000","-5,000"
325,8422  ,可寧衛          ,0,"3,990","-3,990"
326,2633  ,台灣高鐵        ,"9,000","11,652","-2,652"
327,2634  ,漢翔            ,"4,000","5,000","-1,000"
328,3023  ,信邦            ,"1,000","2,000","-1,000"
329,5222  ,全訊            ,0,"1,000","-1,000"
330,6753  ,龍德造船        ,0,"1,000","-1,000"
